id,first_name,last_name,city,hotel,score
529,Lorie,Southwood,Kabaty,Hindi,529
530,Burnaby,Scholefield,New Glasgow,Malayalam,530
531,Deb,Pougher,Tuoshi,Tswana,531
532,Dorena,Sixsmith,Zhouji,Arabic,532
533,Kinna,Rosnau,Nanae,Swati,533
534,Graeme,Gamlin,Kävlinge,Malayalam,534
535,Dom,Kilbane,Ntobo,Gagauz,535
536,Delphine,Zarb,Phu Luang,Bislama,536
537,Costa,Saltsberg,Ningchegu,Georgian,537
538,Hally,Hyett,Léchovo,Estonian,538
539,Kassia,Astupenas,Sịa,Marathi,539
540,Tessy,Iacovazzi,Taiping,Indonesian,540
541,Isaak,Bryning,Löddeköpinge,Sotho,541
542,Abbe,Rainer,Ouro Preto,English,542
543,Logan,Lawty,Sangar Sarāy,New Zealand Sign Language,543
544,Kelby,Rapa,Tunasbaru,Bengali,544
545,Darcie,Colaco,Dĩ An,Tajik,545
546,Mona,McKimm,Saquarema,Filipino,546
547,Florie,Haseldine,Nanjiao,Norwegian,547
548,Lucy,Draisey,San Rafael,Dzongkha,548
549,Matthias,Cavy,Ipiaú,Armenian,549
550,Lorne,Lamperd,Shahr-e Şafā,West Frisian,550
551,Virginie,Hempel,Malhão,Kashmiri,551
552,Constancia,Vlasov,Buenos Aires,Maltese,552
553,Jeni,Spurden,Bergen,Danish,553
554,Gale,Ragless,Naro-Fominsk,Dutch,554
555,Stephan,Wafer,Nancheng,Irish Gaelic,555
556,Brett,Mackleden,Trzcianka,Tsonga,556
557,Grady,Gaskamp,Hronov,Kurdish,557
558,Worth,Wainer,Paranapanema,Gagauz,558
559,Birgitta,Kersaw,Sehwān,Croatian,559
560,Laurie,Jambrozek,Rencun,Haitian Creole,560
561,Jodi,Lowden,Santa Isabel,Khmer,561
562,Dasie,Binley,Columbus,Norwegian,562
563,Corry,Revely,Hovtashen,Italian,563
564,Gay,Lortzing,Mikrókampos,Tajik,564
565,Hans,Adamsen,Shiguai,Bislama,565
566,Niels,O'Dennehy,Challans,Swedish,566
567,Wendi,Gregoli,Ozubulu,Spanish,567
568,Franny,L'Hommeau,Jaunpiebalga,Dzongkha,568
569,Ashlen,Tigwell,Al Jamīmah,Dutch,569
570,Darda,Stockwell,Vetlanda,Tajik,570
571,Penny,Oleksiak,Liborina,Punjabi,571
572,Abbey,Tomczykiewicz,Netanya,Marathi,572
573,Ronica,McLauchlin,Roche-à-Bateau,Macedonian,573
574,Lorrayne,Mordan,Tambawel,Armenian,574
575,Kandy,Duesbury,Ağdaş,Bislama,575
576,Dov,Grigorini,Xinyan,Hebrew,576
577,Thorsten,MacRory,Kongtian,Zulu,577
578,Nicky,Chavey,Dolní Bojanovice,New Zealand Sign Language,578
579,Candi,Arstingall,Murindó,German,579
580,Althea,Kettow,Mounlapamôk,Guaraní,580
581,Arden,Yglesia,Dębno,Telugu,581
582,Felicdad,Selwood,Caxito,Tsonga,582
583,Normie,Melwall,Hengbanqiao,Danish,583
584,Nixie,Steely,Sundsvall,Croatian,584
585,Dominga,Spindler,Wuning,Bulgarian,585
586,Carley,Matterson,Itsandra,Chinese,586
587,Woodrow,Killelay,Vecpiebalga,Romanian,587
588,Lannie,Kulas,Meijiang,Irish Gaelic,588
589,Archy,Lumpkin,Cicuco,Catalan,589
590,Goddart,Flamank,Prosyana,Bislama,590
591,Pet,Grundon,Pisão,Sotho,591
592,Panchito,Craise,Xiaochi,Albanian,592
593,Mathias,Bonicelli,Ourovéni,Swedish,593
594,Fabien,Janosevic,Lagkadás,Tsonga,594
595,Vicky,McLenahan,Tampere,Danish,595
596,Shawn,Janu,Racławice,Assamese,596
597,Temple,Onthank,Zhangxi,Afrikaans,597
598,Nevile,Keasley,Föglö,Swati,598
599,Celesta,Penson,København,Arabic,599
600,Dorolice,Arney,Bujaków,Azeri,600
601,Debor,Tyler,Huaitu,Papiamento,601
602,Mychal,Mingauld,Pemba,Latvian,602
603,Marinna,Jaqueminet,Uberlândia,Armenian,603
604,Sherilyn,Du Fray,Matsue-shi,Mongolian,604
605,Davon,MacConchie,Kataba,Tok Pisin,605
606,Virgie,Rossiter,Dazhipo,Dhivehi,606
607,Callida,Attlee,Xujia,Guaraní,607
608,Joela,Toderini,Novo-Nikol’skoye,Croatian,608
609,Priscella,Kealy,Pedraza,Hiri Motu,609
610,Brannon,Langhor,Clarin,Romanian,610
611,Ingrim,Eastmond,Gio Linh,Spanish,611
612,Georgetta,Ickowics,Lukou,Somali,612
613,Aguie,Powis,Beppu,Catalan,613
614,Octavia,Carrell,Combita,Norwegian,614
615,Rafaello,Bursnall,Sölvesborg,Norwegian,615
616,Guglielmo,Gowenlock,Victoria,Northern Sotho,616
617,Maynard,Rettie,Santiago de Cuba,Swati,617
618,Leesa,MacGeaney,Qijiaxi,Tsonga,618
619,Der,Loghan,Maribong,Georgian,619
620,Farrand,Knightsbridge,Grande Cache,Kurdish,620
621,Saunder,Bett,Sillamäe,German,621
622,Arlene,Woodroff,Baise City,Guaraní,622
623,Kathrine,Lakenton,Barcelona,Malagasy,623
624,Francoise,Bountiff,Shangyanzhuang,Arabic,624
625,Gavra,Bunny,Magsalangi,Indonesian,625
626,Nataline,Stede,Cedar Rapids,Marathi,626
627,Karrie,Sayer,Costa de Rios Frios,Arabic,627
628,Kerstin,Ennor,Pucón,Punjabi,628
629,Mariska,Mintoft,Sawara,Māori,629
630,Ardith,Talby,Valence,Lithuanian,630
631,Anjanette,Wellington,Taraš,Quechua,631
632,Tymothy,Draye,Ajasse Ipo,Korean,632
633,Giavani,Nanni,Buchanan,Portuguese,633
634,Erskine,O'Dowling,Borkowice,Marathi,634
635,Kenon,Diplock,El Refugio,Hindi,635
636,Godfree,Aston,Buenavista,Telugu,636
637,Randall,Torresi,Guayabal,Estonian,637
638,Hillary,Batte,Inđija,Korean,638
639,Rafaello,Whacket,Datun,Portuguese,639
640,Ardene,Liversedge,Amberd,Georgian,640
641,Kelsey,Hyams,Vostochnyy,Belarusian,641
642,Sally,Emms,Uinskoye,Thai,642
643,Bentlee,Varty,Bromma,Ndebele,643
644,Hersh,Skeffington,Brest,French,644
645,Aliza,Riddich,Ash Shajarah,Aymara,645
646,Darbie,Lawless,Finiq,New Zealand Sign Language,646
647,Ashlin,Bolle,Guradog,Bulgarian,647
648,Donna,McVeagh,Amberd,Bulgarian,648
649,Sibley,Davson,Ol’ginka,Malagasy,649
650,Danya,McGowran,Tatsuno,Tsonga,650
651,Abbe,Gilliland,Växjö,Finnish,651
652,Pansy,Selbach,Nam Phong,Arabic,652
653,Alida,Caizley,Przyborów,Korean,653
654,Skell,Shallow,Ar Ruways,Bulgarian,654
655,Ketty,Deason,Gangbei,Luxembourgish,655
656,Fayina,Edmonstone,Avaré,Persian,656
657,Gale,McGriele,Haikou,Tswana,657
658,Lock,Groomebridge,Doropeti,Maltese,658
659,Pansie,Malatalant,Montgomery,Persian,659
660,Eliot,Minocchi,Shangcunba,Danish,660
661,Meade,MacCoveney,Passos,Tamil,661
662,Bryon,Cosgrave,Sri Jayewardenepura Kotte,Korean,662
663,Caressa,McKew,Bārah,Luxembourgish,663
664,Jasmin,Seebright,Jiaxian Chengguanzhen,Dhivehi,664
665,Meris,Pinnigar,Sibubuhan,Belarusian,665
666,Zorina,Forten,Chamni,Croatian,666
667,Brietta,Varvara,Philadelphia,Chinese,667
668,Shir,Leavy,La Palma,Bengali,668
669,Miltie,Hubble,Orichi,Danish,669
670,Toddie,Digby,Gahe,Northern Sotho,670
671,Jacquelyn,Twidale,Port-Gentil,Fijian,671
672,Justinian,Skein,Komatsushimachō,Guaraní,672
673,Marchall,Keays,Limoeiro do Ajuru,Bulgarian,673
674,Darsey,Blanchet,Montpellier,Nepali,674
675,Kincaid,McKea,Bilovods'k,Ndebele,675
676,Lora,Gilvear,Dziewin,Burmese,676
677,Ephrayim,Bramsom,Gordon Town,Macedonian,677
678,Herc,Grew,Akhtarīn,Gagauz,678
679,Tirrell,Tinn,Färjestaden,Armenian,679
680,Joellyn,Dorgan,Dobryanka,Tajik,680
681,Marcellina,Small,Hînceşti,Swedish,681
682,Deny,Linden,Mabalacat,Fijian,682
683,Siffre,Josephoff,Bagnères-de-Bigorre,Yiddish,683
684,Alessandro,O'Gorman,Magisterial,Papiamento,684
685,Cher,Dumphreys,Loma Bonita,Dzongkha,685
686,Avram,Giovannacci,Bobon,Icelandic,686
687,Robbert,Syres,Argel,Persian,687
688,Merrile,Gaspar,Yanaoca,Gujarati,688
689,Torey,Murrigans,Talcahuano,Hindi,689
690,Callean,Irlam,Beiguoyuan,Kannada,690
691,Fredrick,Ebbens,Pastores,Malagasy,691
692,Angele,Hadley,Lanlacuni Bajo,Belarusian,692
693,Allegra,Staden,Shanshi,Punjabi,693
694,Skippie,Bedinham,Javānrūd,Thai,694
695,Vasilis,Milmoe,Calvos,Swedish,695
696,Evyn,Kembley,Haninge,Tsonga,696
697,Gar,Mordey,Jinyuan,Bengali,697
698,Natividad,Fairnie,Kuantan,Hiri Motu,698
699,Kania,Clemens,Stanisław Dolny,Malay,699
700,Borden,Gilhoolie,Da’ao,Romanian,700
701,Julissa,MacNeilley,Bayeux,Zulu,701
702,Julius,Ranscome,Wiang Chiang Rung,Lao,702
703,Renault,Waiton,El Plan,Finnish,703
704,Marguerite,Illidge,Torreira,Bulgarian,704
705,Rebecka,Arkley,Stockholm,Swati,705
706,Pancho,Gotthard.sf,Koktokay,Georgian,706
707,Bendick,Blitzer,Oenpeotnai,Japanese,707
708,Gearalt,Strangman,Trélissac,Arabic,708
709,Gerri,Binnie,Sydney,English,709
710,Giacopo,McDonogh,Hōfu,Arabic,710
711,Billy,Follitt,Khao Yoi,Punjabi,711
712,Lyndy,Casarini,Vaggeryd,Catalan,712
713,Parry,Kelland,Billings,Filipino,713
714,Sheena,Wickliffe,Tervel,Kazakh,714
715,Meta,Turfrey,Palopat,Filipino,715
716,Renae,Muris,Lamas,Oriya,716
717,Murray,Goom,Mabu,Kyrgyz,717
718,Kip,Jamme,Phuket,Gujarati,718
719,Eddie,Stacy,Xiangying,Irish Gaelic,719
720,Charita,Tompkins,Montfavet,Portuguese,720
721,Lolly,Blazy,Karangasem,Portuguese,721
722,Linda,Gulk,Marston,Gujarati,722
723,Dru,Cotterrill,Ołpiny,Hiri Motu,723
724,Karoline,Meriet,Gabi,Tamil,724
725,Natalee,Handsheart,Timiryazevskoye,Guaraní,725
726,Rockwell,MacChaell,Preiļi,Latvian,726
727,Emilia,Ackrill,Haninge,Bulgarian,727
728,Christal,Bunford,Gbawe,Gagauz,728
729,Cally,Pardal,Nereta,Macedonian,729
730,Ahmad,Klammt,Guangang,Tetum,730
731,Reine,Lethabridge,Huangnan,Gagauz,731
732,Spenser,Fernehough,Altunemil,Chinese,732
733,Agnesse,Pauls,Yaguarón,Sotho,733
734,Carie,Derobert,Shiniujiang,Armenian,734
735,Ingaborg,McBay,Cogtong,Moldovan,735
736,Conny,Swanston,Zhongzhai,Belarusian,736
737,Ximenez,Broddle,Barras,Korean,737
738,Petronille,Jones,San José de Jáchal,Filipino,738
739,Kiley,Langran,Pahing Pamulihan,Armenian,739
740,Morissa,Covet,Venlo,Mongolian,740
741,Latashia,Dable,Hondo,Lao,741
742,Annabal,Brandin,Negeriagung,English,742
743,Artemas,Eaves,Vary,Kashmiri,743
744,Augustina,Trymme,El Carmen,Latvian,744
745,Matt,Budden,North Vancouver,Bulgarian,745
746,Rolland,Dolden,Tanggeung Kolot,Irish Gaelic,746
747,Matteo,Stoate,Farnham,Lithuanian,747
748,Josi,Spadelli,Kaélé,Maltese,748
749,Gussy,Follows,Yangping,Northern Sotho,749
750,Hansiain,Rawe,Pogonsili,Gagauz,750
751,Herminia,Glanville,Huzhen,Tetum,751
752,Phelia,Rooms,Daidaon,Kannada,752
753,Cynthie,Leveret,Waepau,Yiddish,753
754,Giacomo,Niesing,Gadzhiyevo,Malay,754
755,Melodee,Hurford,Bitica,Marathi,755
756,Ruggiero,Grushin,Jiangdong,Kurdish,756
757,Terrence,Dorrington,Nacka,West Frisian,757
758,Brynn,Swepstone,Santiago de los Caballeros,Armenian,758
759,Elenore,Glen,Bibinje,Ndebele,759
760,Maggee,Beckey,Villamaría,Montenegrin,760
761,Darrel,Nason,Geputan,Dari,761
762,Natale,Sexty,Ciseda,Kurdish,762
763,Lucais,Feehery,Junbu,Oriya,763
764,Sibylla,Caygill,Beaumont,Latvian,764
765,Dill,Negal,Muli,Korean,765
766,Redd,Denny,Yangdian,Moldovan,766
767,August,Jimenez,Filimonovo,Māori,767
768,Drud,Eddison,Swift Current,Guaraní,768
769,Patrick,Le Breton De La Vieuville,Lyon,Thai,769
770,Betti,Delue,Nanam,Azeri,770
771,Justin,Ivanyutin,Pasirtundun,Lao,771
772,Alyse,Yeskov,Quận Năm,Kannada,772
773,Arden,Tullot,Ikryanoye,German,773
774,Astrid,Dwelley,Madalena do Mar,Irish Gaelic,774
775,Vaughan,Frohock,Mardzad,Malagasy,775
776,Margarette,Ordelt,Oslo,Māori,776
777,Derward,Leyton,Dunkerque,New Zealand Sign Language,777
778,Federico,Brocklesby,Phanat Nikhom,Yiddish,778
779,Erda,Barrar,Gornji Milanovac,Norwegian,779
780,Jed,Ambrosetti,Disina,Burmese,780
781,Felipa,Soda,Lagnieu,Bengali,781
782,Ellie,Pech,Chum Phae,Japanese,782
783,Raphaela,Barenskie,Paseka,Bosnian,783
784,Erl,Mazey,Ambunti,Tsonga,784
785,Daveen,Grund,Ciracap,Swati,785
786,Fransisco,Fish,Maradi,Kannada,786
787,Smith,Carlet,Truskolasy,Norwegian,787
788,Latashia,Udy,Kotabaru,Lithuanian,788
789,Megen,Morritt,Nanhai,Tok Pisin,789
790,Lola,Stringfellow,Laka,Aymara,790
791,Chelsey,Barbe,Argayash,Azeri,791
792,Sigvard,Moller,Naranjos,West Frisian,792
793,Morley,Deeming,Ivry-sur-Seine,Croatian,793
794,Auroora,Rimes,Lebak,Chinese,794
795,Clarey,Sumpner,Kavieng,English,795
796,Willey,Streatfeild,Butubut Norte,Dutch,796
797,Ewen,Verdun,Arauca,Yiddish,797
798,Andriette,Blagbrough,Oakville,New Zealand Sign Language,798
799,Carroll,Melin,Shar’ya,West Frisian,799
800,Calvin,Farnorth,Danderyd,Tok Pisin,800
801,Leontyne,Pughsley,Nicola Town,Haitian Creole,801
802,Merralee,Barnaclough,Ramón Castilla,Marathi,802
803,Wayland,Corneck,Gort,Zulu,803
804,Kessia,Robus,Tianjiazhuang,Macedonian,804
805,Candi,Lyptrade,Kayasula,Irish Gaelic,805
806,Montgomery,Whiteson,Sihe,Fijian,806
807,Herminia,O'Mohun,Karangsari,Nepali,807
808,Evelyn,Jirik,Perzów,Bulgarian,808
809,Octavia,Kindley,Libacao,Norwegian,809
810,Whitman,Mulvaney,Rikitea,Japanese,810
811,Noelle,Riddle,Issoudun,Telugu,811
812,Jami,Lorne,Puteran Kidul,Tswana,812
813,Micky,Mothersdale,Binangun,English,813
814,Martie,Neeve,Panshan,Māori,814
815,Tymon,Rolfo,Murici,Spanish,815
816,Ryley,Iveagh,Rahayu,Dutch,816
817,Ari,Colleer,Jiangtun,Estonian,817
818,Egon,Tudhope,Langsepan,French,818
819,Julina,Rodolico,Catu,Khmer,819
820,Nessa,Kehoe,Jardin,German,820
821,Clifford,Foch,Podgórzyn,Swedish,821
822,Cherise,Klima,San Quintin,Portuguese,822
823,Nikolaos,Tidy,Itupiranga,Gagauz,823
824,Duffy,Mackilpatrick,Richmond,Tsonga,824
825,Sheeree,Crust,Venustiano Carranza,Quechua,825
826,Boyce,Casely,Zhangjiaji,Gujarati,826
827,Conny,Bosma,Şaḩneh,Burmese,827
828,Jenny,Dorre,Sirindhorn,Dari,828
829,Binni,Lorenzin,Laiponda,Tamil,829
830,Tim,Gouldstone,Äänekoski,Montenegrin,830
831,Dmitri,Dusey,Baoxing,Georgian,831
832,Link,Gary,Vyritsa,Indonesian,832
833,Idalina,Sexcey,Los Dos Caminos,Papiamento,833
834,Batsheva,Antos,Lamatuka,Yiddish,834
835,Sheffie,Barti,Gur’yevsk,Kurdish,835
836,Janey,Bougen,Luoshan,Yiddish,836
837,Deonne,Scorrer,San Simon,Assamese,837
838,Orly,Albers,Changting,Khmer,838
839,Antony,Brockton,Miłosław,Thai,839
840,Shayna,Petrollo,Tucson,Malay,840
841,Jens,Le land,Nanjia,Icelandic,841
842,Stephi,MacAscaidh,Ostrožská Nová Ves,Norwegian,842
843,Gareth,Warnock,Dunkerque,German,843
844,Eve,Seedull,Oktyabr’skiy,Korean,844
845,Alfreda,Pauletti,Katsuura,Gagauz,845
846,Lindy,Cockle,Stapleford,Chinese,846
847,Griswold,Durbin,Molugan,Moldovan,847
848,Emalee,Boyne,Corroios,Belarusian,848
849,Nina,Pikesley,Fengle,Lao,849
850,Luz,Benet,Balakliya,Mongolian,850
851,Annissa,Gypps,Omurtag,Spanish,851
852,Vikky,Messier,San Francisco de Yare,Nepali,852
853,Carline,Fortie,Upper Hell's Gate,Māori,853
854,Frankie,Pittham,Kunwi,Arabic,854
855,Josias,MacConnal,Daxi,Ndebele,855
856,Gates,Kyte,Vazhiny,Greek,856
857,Kial,Winsper,Santa,Romanian,857
858,Oran,Hansell,Kiltamagh,Haitian Creole,858
859,Wallis,Spendlove,Chengbei,Afrikaans,859
860,Barbee,Denziloe,Sukamaju,Moldovan,860
861,Griz,Rossbrook,Tha Bo,Amharic,861
862,Ellissa,Blades,General Alvear,Catalan,862
863,Leann,Walicki,Bendo,Assamese,863
864,Norri,Kasbye,Chibombo,Armenian,864
865,Brinn,Sawrey,Erími,Korean,865
866,Darnell,Farguhar,Shetan,Irish Gaelic,866
867,Noella,Nairn,Trondheim,Italian,867
868,Oralee,Matteuzzi,São Félix do Xingu,Malagasy,868
869,Stillman,Toulson,Ukhta,Belarusian,869
870,Hermann,Giampietro,Dan Khun Thot,Irish Gaelic,870
871,Carolus,McFie,Velyki Kopany,Kazakh,871
872,Nedda,Benedek,Karviná,Catalan,872
873,Alfonse,Bikker,Gilowice,Bosnian,873
874,Westbrook,Ramsbottom,Roblin,Icelandic,874
875,Danielle,Kitchinham,Petaling Jaya,Italian,875
876,Amory,Gallaher,Białaczów,Quechua,876
877,Domingo,Melwall,Pasto,Gujarati,877
878,Huey,Bretland,Turmi,Burmese,878
879,Eleonore,Spaven,Nenagh,Bislama,879
880,Liane,Ringe,Dongsheng,Chinese,880
881,Quinton,Scritch,Quinuabamba,Telugu,881
882,Vivi,Putt,Nguigmi,Bosnian,882
883,Joella,Kiossel,Xinshi,Belarusian,883
884,Zacharias,Winters,Blang Dalam,Kazakh,884
885,Chase,Imlen,Dinājpur,Swedish,885
886,Karin,Tolwood,Joutsa,Kannada,886
887,Meagan,Seeler,El Vigía,Indonesian,887
888,Jim,Escritt,Brak,New Zealand Sign Language,888
889,Avrom,Druery,Tyshkivka,Mongolian,889
890,Xenia,Esland,Bāgh-e Maīdān,Tswana,890
891,Graehme,Hargerie,Turki,Armenian,891
892,Nicolette,Davydoch,Beidajie,Bengali,892
893,Deedee,Crossman,Zrenjanin,Irish Gaelic,893
894,Gillie,Arnoll,Soanierana Ivongo,Irish Gaelic,894
895,Tonye,Casey,Morfovoúni,Dzongkha,895
896,Melicent,Halling,Dukay,Papiamento,896
897,Vivia,Rowth,Korop,Tok Pisin,897
898,Shaina,Raise,Yylanly,Burmese,898
899,Emerson,Gommery,Barnaul,Dhivehi,899
900,Cullie,Mathy,Zongzhai,Moldovan,900
901,Conchita,Link,Bat Khela,Northern Sotho,901
902,Brendon,Tawton,Tidili Mesfioua,Kurdish,902
903,Maryann,Colebeck,Malešići,Māori,903
904,Jordain,Frazer,Bełk,Finnish,904
905,Vladimir,Hamshaw,Buenaventura,Estonian,905
906,Rafaello,Cahey,San Rafael del Sur,Aymara,906
907,Fredelia,Jeays,Catujal,Afrikaans,907
908,Devlen,Towndrow,Utan,Tetum,908
909,Amalita,Brownsell,Khirdalan,Bislama,909
910,Roxane,Garside,Hualian,Burmese,910
911,Sheilah,Rounsefull,Dededo Village,Macedonian,911
912,Gunter,Talby,Kalāleh,Lithuanian,912
913,Ingeberg,Guinery,5 de Mayo,Hindi,913
914,Reinhard,Roman,Krzczonów,Tetum,914
915,Sauveur,Sempill,Caen,Swati,915
916,Beret,Payton,Dazi,Icelandic,916
917,Gretchen,Allerton,Munkfors,Japanese,917
918,Madelene,Crannis,Dongshi,Mongolian,918
919,Elsa,Haysham,Bohou,Swati,919
920,Korey,Tonnesen,Lugar Novo,Luxembourgish,920
921,Darn,Loughney,Ramain,Maltese,921
922,Howard,Cressy,Shahr-e Qods,Croatian,922
923,Reeba,Capoun,Ishkhoy-Yurt,Punjabi,923
924,Nial,Juares,Sredniy,Punjabi,924
925,Lilias,Barkworth,Annau,Dari,925
926,Forster,Wilmott,Asquipata,Papiamento,926
927,Dorry,Poolton,Taoyang,Spanish,927
928,Pippa,Schuchmacher,Azurva,Persian,928
929,Iseabal,Stieger,Dimitrovgrad,Yiddish,929
930,Selena,Bootyman,Saint-Nazaire,Icelandic,930
931,Veradis,Spittal,Vales,Lithuanian,931
932,Mikey,Opie,Mainang,Pashto,932
933,Constantine,Melmeth,Magdaleno Aguilar,Chinese,933
934,Corrinne,Chapier,Anling,Māori,934
935,Gladi,Lavelle,Slavs’ke,Catalan,935
936,Paddie,Pilch,Liqi,Kannada,936
937,Dianna,Biswell,Muikamachi,New Zealand Sign Language,937
938,Isidoro,Harmant,Santo Antônio da Platina,Maltese,938
939,Maynard,Moffatt,Sułów,Romanian,939
940,Daveta,Garmons,Pysznica,Quechua,940
941,Martyn,Karys,Al Ḩīlah,Nepali,941
942,Merna,Feldklein,Wróblew,Korean,942
943,Wash,Leyman,Los Andes,Hungarian,943
944,Marius,Acey,Río Grande,Gagauz,944
945,Hobie,Caesar,Forino,Croatian,945
946,Dorine,Nias,Karangan,Albanian,946
947,Dani,Kohter,Potosí,Zulu,947
948,Horatius,Giorgietto,Zyryanovsk,Nepali,948
949,Scott,Columbine,Henglan,Korean,949
950,Moll,Moutray Read,Sangari,Luxembourgish,950
951,Annette,Powrie,Zhongxian,Nepali,951
952,Stuart,Keatch,Seynod,Kazakh,952
953,Daveen,Elstone,Andres Bonifacio,Belarusian,953
954,Corabelle,Heal,Zhoukoudian,Burmese,954
955,Berta,McIlwain,Além Paraíba,Hindi,955
956,Haley,Spriggs,Lahuaytambo,Quechua,956
957,Branden,Lean,Lady Frere,Nepali,957
958,Dallas,Littleproud,Urshel’skiy,Northern Sotho,958
959,Con,Anstey,Chełmiec,Pashto,959
960,Bowie,Leadbeatter,Pokrovskoye,Tsonga,960
961,Findlay,Becker,Sundsvall,Malay,961
962,Antonin,Goforth,Musanze,Persian,962
963,Chlo,Offa,Nyagla,Albanian,963
964,Chiarra,Brissard,Wielichowo,Finnish,964
965,Alvinia,Dran,Citalahab,Khmer,965
966,Pauline,Matteo,Saribudolok,Italian,966
967,Reyna,McSpirron,Tirah,Dhivehi,967
968,Jedidiah,Ricketts,Cerro de Pasco,Gujarati,968
969,Roby,Ogelbe,Klimontów,Korean,969
970,Olivette,Muzzillo,Shihuang,Bulgarian,970
971,Christin,Dafter,Pilcuyo,Tetum,971
972,Waiter,Bourke,Ariquemes,Swedish,972
973,Keenan,Godney,Urjala,Danish,973
974,Tiphanie,Taylot,Talospatang,Malagasy,974
975,Baron,Raggatt,Debar,Moldovan,975
976,Eadie,Whitecross,Babakan,Tswana,976
977,Brandyn,Stratford,Yuanba,Pashto,977
978,Lilia,Thrift,Jingping,Marathi,978
979,Dominique,Olfert,Boco,Moldovan,979
980,Almeda,Jonson,Ash Shafā,Estonian,980
981,Vick,Rudderham,Cacheu,Catalan,981
982,Dorolice,Mc Coughan,Haunubenak,Swedish,982
983,D'arcy,Treffry,Paldit,Japanese,983
984,Jasmina,Earley,Dushanbe,Kurdish,984
985,Ivor,Smieton,Nantang,Irish Gaelic,985
986,Magda,Gorgler,Louka,Sotho,986
987,Wendi,Ashfull,Los Angeles,Estonian,987
988,Ondrea,Twitchings,Weifen,Macedonian,988
989,Teodorico,Cassius,Guangang,Hiri Motu,989
990,Levi,Wrangle,Raniżów,Swedish,990
991,Tobit,Twiggs,Huyuan,Sotho,991
992,Desmond,Rippingale,Bogotá,Hebrew,992
993,Leonanie,Isakov,Pasanggrahan,Somali,993
994,Mickey,Narracott,Lipnica Wielka,Mongolian,994
995,Madel,O'Sheerin,Kuršumlija,Chinese,995
996,Golda,Norster,Ouyang,Nepali,996
997,Gerek,Greguol,Pyrgetós,Bulgarian,997
998,Hamel,Quinby,Las Varas,Irish Gaelic,998
999,Darlene,Sommerfeld,Ambovombe,Khmer,999
1000,Bridgette,Andre,Nangxian,Khmer,1000
